2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,16,16,16,16,16,16,16,16,2852,16,2852
2852,2852,16,16,16,16,16,16,16,2852,2852,2852,2852,2852,2852,16,16,16,2852
2852,16,16,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,16,2852
9,16,17,17,1,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,16,2852
2852,16,2852,2852,2852,2852,2852,2852,2852,2852,32,2852,2852,2852,16,2852,2852,16,2852
2852,16,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,16,2852
2852,16,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,16,2852
2852,16,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,3,16,11
2852,16,2852,2852,2852,2852,2852,16,16,16,16,16,16,16,16,16,16,16,16
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,16,2852
