2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,4096,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,4116,4116,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,4116,4116,2852
2852,2852,2852,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,2852,2852
2852,2852,2852,4116,2852,2852,2852,2852,2852,2852,4116,4116,2852,2852,2852,4116,2852,2852,2852
2852,2852,4116,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,4116,2852,2852,2852
2852,2852,4116,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,4116,2852,2852,2852
2852,4116,4116,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,4116,4116,2852,2852,2852,2852,2852,2852,2,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,4116,3856,3856,30,4116,4116
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
