2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,4096,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2,6,6,6,6,6,6,6,6,6,2852,2852,2852,2,42,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,6,6,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,769,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,1282,2852,4
2852,2852,2852,1282,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2,2852,2852,2852,4,4,4,2,2852
2852,2,2064,2852,2852,2852,2852,2852,2852,2852,4354,2852,2852,2852,2852,4096,2852,21,4096
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852,2852
