0,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770,770
0,770,770,770,0,770,0,770,770,770,0,770,0,770,770,770,770,0,0
0,770,770,0,1542,0,1542,0,0,0,1542,0,1542,0,770,770,770,0,0
0,770,770,0,0,0,0,0,0,0,0,0,0,0,770,770,770,0,0
0,770,770,0,0,0,0,0,0,0,0,0,0,0,770,770,770,0,0
0,770,770,40,0,0,0,0,0,0,0,0,0,0,770,770,770,0,0
0,770,770,40,0,0,0,0,0,0,0,0,0,0,770,770,770,0,0
0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
